Year,Herbivore Count
0,48
1,87
2,108
3,109
4,114
5,127
6,146
7,156
8,163
9,169
10,167
11,180
12,185
13,188
14,199
15,189
16,189
17,195
18,190
19,194
20,192
21,192
22,196
23,194
24,199
25,211
26,206
27,206
28,206
29,211
30,207
31,209
32,219
33,197
34,206
35,212
36,203
37,204
38,189
39,196
40,193
41,187
42,196
43,193
44,194
45,207
46,215
47,214
48,211
49,215
50,219
51,217
52,213
53,217
54,219
55,212
56,213
57,216
58,217
59,217
60,225
61,229
62,221
63,217
64,223
65,209
66,209
67,206
68,204
69,207
70,207
71,204
72,197
73,204
74,206
75,206
76,210
77,209
78,213
79,215
80,214
81,208
82,213
83,216
84,220
85,208
86,207
87,198
88,202
89,207
90,204
91,208
92,207
93,204
94,197
95,202
96,193
97,195
98,197
99,201
100,195
101,208
102,210
103,203
104,199
105,201
106,192
107,187
108,191
109,196
110,205
111,199
112,193
113,198
114,198
115,195
116,200
117,213
118,209
119,210
120,207
121,200
122,202
123,203
124,197
125,207
126,214
127,217
128,215
129,212
130,215
131,204
132,198
133,203
134,212
135,202
136,203
137,204
138,201
139,195
140,199
141,199
142,195
143,195
144,195
145,196
146,200
147,199
148,197
149,200
150,205
151,204
152,211
153,215
154,209
155,207
156,209
157,202
158,200
159,203
160,206
161,198
162,192
163,195
164,197
165,186
166,189
167,198
168,193
169,195
170,199
171,204
172,200
173,203
174,203
175,205
176,202
177,196
178,208
179,204
180,206
181,199
182,205
183,213
184,206
185,199
186,203
187,204
188,209
189,208
190,201
191,208
192,211
193,205
194,201
195,205
196,217
197,216
198,211
199,214
200,211
201,206
202,203
203,196
204,193
205,192
206,196
207,202
208,197
209,194
210,202
211,211
212,205
213,203
214,198
215,186
216,190
217,196
218,199
219,207
220,211
221,218
222,217
223,215
224,209
225,207
226,207
227,214
228,214
229,205
230,205
231,213
232,221
233,226
234,212
235,208
236,202
237,204
238,206
239,207
240,213
241,214
242,208
243,203
244,199
245,198
246,201
247,203
248,191
249,188
250,191
