Year,Herbivore Count
0,48
1,82
2,107
3,112
4,111
5,128
6,142
7,153
8,168
9,172
10,178
11,181
12,191
13,200
14,206
15,195
16,197
17,207
18,202
19,209
20,204
21,204
22,206
23,211
24,214
25,210
26,201
27,202
28,205
29,217
30,219
31,219
32,197
33,204
34,205
35,207
36,192
37,204
38,209
39,205
40,199
41,194
42,191
43,199
44,203
45,206
46,202
47,200
48,215
49,217
50,215
51,217
52,215
53,215
54,209
55,198
56,198
57,203
58,196
59,194
60,192
61,196
62,200
63,206
64,197
65,193
66,199
67,200
68,209
69,203
70,208
71,208
72,209
73,209
74,215
75,219
76,218
77,206
78,206
79,195
80,201
81,197
82,182
83,181
84,181
85,190
86,193
87,198
88,201
89,214
90,208
91,209
92,207
93,210
94,213
95,223
96,214
97,209
98,207
99,209
100,210
101,215
102,216
103,207
104,210
105,207
106,212
107,212
108,216
109,219
110,216
111,222
112,213
113,208
114,201
115,195
116,200
117,217
118,216
119,211
120,208
121,204
122,199
123,204
124,208
125,218
126,217
127,216
128,200
129,202
130,203
131,206
132,198
133,188
134,189
135,190
136,196
137,206
138,200
139,198
140,208
141,204
142,201
143,190
144,198
145,198
146,190
147,203
148,199
149,198
150,204
151,202
152,204
153,196
154,195
155,185
156,197
157,204
158,196
159,195
160,190
161,192
162,188
163,189
164,193
165,198
166,206
167,199
168,186
169,187
170,191
171,194
172,204
173,203
174,197
175,199
176,198
177,210
178,207
179,205
180,203
181,200
182,197
183,198
184,204
185,198
186,190
187,183
188,183
189,179
190,187
191,191
192,195
193,188
194,196
195,212
196,209
197,208
198,214
199,219
200,208
201,201
202,196
203,196
204,201
205,203
206,198
207,204
208,200
209,199
210,202
211,199
212,205
213,203
214,195
215,193
216,196
217,193
218,193
219,206
220,211
221,212
222,211
223,209
224,210
225,212
226,215
227,214
228,203
229,198
230,200
231,204
232,211
233,206
234,211
235,203
236,201
237,203
238,206
239,205
240,210
241,211
242,206
243,207
244,205
245,207
246,217
247,228
248,228
249,223
250,210
