Year,Herbivore Count
0,47
1,84
2,116
3,108
4,112
5,125
6,137
7,162
8,170
9,176
10,173
11,158
12,166
13,181
14,191
15,197
16,189
17,185
18,184
19,191
20,193
21,202
22,209
23,208
24,210
25,201
26,201
27,203
28,211
29,214
30,216
31,218
32,222
33,217
34,217
35,211
36,205
37,202
38,197
39,197
40,190
41,193
42,209
43,188
44,197
45,194
46,200
47,203
48,201
49,203
50,199
51,197
52,200
53,197
54,211
55,206
56,217
57,215
58,211
59,201
60,198
61,194
62,196
63,201
64,205
65,203
66,204
67,197
68,198
69,202
70,193
71,199
72,209
73,198
74,198
75,185
76,195
77,206
78,209
79,212
80,205
81,212
82,207
83,211
84,221
85,224
86,230
87,233
88,229
89,219
90,217
91,212
92,219
93,233
94,225
95,218
96,216
97,206
98,206
99,207
100,195
101,202
102,204
103,208
104,202
105,200
106,214
107,212
108,217
109,216
110,207
111,210
112,208
113,207
114,221
115,215
116,218
117,213
118,213
119,213
120,209
121,201
122,204
123,213
124,208
125,209
126,208
127,208
128,211
129,207
130,199
131,196
132,189
133,184
134,187
135,193
136,189
137,195
138,195
139,197
140,195
141,199
142,200
143,198
144,204
145,198
146,207
147,210
148,202
149,202
150,216
151,216
152,215
153,206
154,210
155,205
156,202
157,210
158,201
159,202
160,206
161,198
162,198
163,187
164,191
165,186
166,188
167,183
168,177
169,179
170,187
171,190
172,201
173,201
174,190
175,182
176,181
177,186
178,191
179,188
180,192
181,199
182,200
183,191
184,187
185,193
186,194
187,188
188,184
189,185
190,195
191,204
192,211
193,198
194,208
195,205
196,208
197,203
198,202
199,204
200,201
201,196
202,203
203,207
204,212
205,217
206,209
207,213
208,206
209,215
210,212
211,214
212,215
213,210
214,211
215,214
216,202
217,197
218,190
219,190
220,195
221,204
222,196
223,193
224,197
225,190
226,183
227,189
228,197
229,206
230,211
231,204
232,200
233,208
234,206
235,216
236,212
237,213
238,209
239,215
240,215
241,214
242,213
243,212
244,201
245,194
246,193
247,192
248,201
249,195
250,193
