Year,Herbivore Count
0,48
1,79
2,108
3,105
4,106
5,132
6,142
7,160
8,171
9,170
10,163
11,175
12,185
13,202
14,203
15,194
16,201
17,192
18,189
19,197
20,193
21,206
22,195
23,194
24,192
25,193
26,187
27,195
28,197
29,199
30,201
31,188
32,195
33,209
34,197
35,198
36,208
37,204
38,206
39,209
40,210
41,211
42,213
43,206
44,203
45,208
46,219
47,215
48,212
49,201
50,214
51,219
52,220
53,212
54,207
55,208
56,206
57,202
58,212
59,217
60,206
61,200
62,197
63,189
64,194
65,191
66,196
67,203
68,203
69,191
70,195
71,199
72,197
73,200
74,199
75,199
76,191
77,197
78,200
79,198
80,199
81,200
82,204
83,205
84,199
85,199
86,190
87,190
88,193
89,196
90,196
91,204
92,199
93,194
94,195
95,198
96,202
97,200
98,193
99,201
100,202
101,204
102,193
103,195
104,196
105,198
106,198
107,204
108,194
109,191
110,190
111,195
112,190
113,193
114,199
115,194
116,191
117,185
118,194
119,200
120,209
121,204
122,194
123,191
124,189
125,189
126,192
127,197
128,210
129,219
130,210
131,205
132,212
133,204
134,205
135,196
136,194
137,194
138,192
139,201
140,194
141,190
142,196
143,208
144,219
145,214
146,216
147,212
148,216
149,210
150,201
151,195
152,190
153,194
154,195
155,194
156,201
157,196
158,195
159,202
160,203
161,210
162,202
163,200
164,189
165,192
166,197
167,203
168,206
169,209
170,205
171,216
172,216
173,226
174,225
175,225
176,210
177,210
178,209
179,217
180,224
181,227
182,224
183,215
184,209
185,214
186,203
187,199
188,200
189,214
190,217
191,216
192,222
193,215
194,205
195,193
196,190
197,195
198,192
199,190
200,196
201,205
202,195
203,187
204,187
205,188
206,195
207,200
208,182
209,182
210,182
211,186
212,196
213,199
214,197
215,201
216,201
217,198
218,200
219,198
220,205
221,206
222,204
223,208
224,207
225,213
226,210
227,214
228,214
229,214
230,210
231,208
232,206
233,211
234,214
235,205
236,205
237,213
238,207
239,208
240,198
241,191
242,188
243,184
244,192
245,193
246,201
247,194
248,199
249,204
250,206
