Year,Herbivore Count
0,45
1,77
2,98
3,86
4,104
5,119
6,146
7,152
8,152
9,154
10,154
11,162
12,182
13,194
14,193
15,188
16,193
17,193
18,199
19,206
20,205
21,201
22,200
23,209
24,223
25,233
26,237
27,232
28,223
29,221
30,212
31,213
32,217
33,210
34,209
35,202
36,204
37,208
38,205
39,204
40,205
41,202
42,203
43,200
44,200
45,200
46,195
47,202
48,195
49,194
50,196
51,194
52,205
53,192
54,201
55,193
56,190
57,187
58,196
59,194
60,205
61,202
62,211
63,218
64,212
65,201
66,194
67,197
68,197
69,191
70,202
71,207
72,188
73,191
74,188
75,192
76,190
77,197
78,194
79,192
80,204
81,206
82,197
83,193
84,188
85,184
86,193
87,195
88,200
89,197
90,189
91,200
92,202
93,204
94,210
95,203
96,199
97,199
98,204
99,218
100,200
101,205
102,206
103,196
104,210
105,205
106,206
107,200
108,189
109,194
110,199
111,201
112,201
113,199
114,197
115,197
116,195
117,183
118,195
119,196
120,192
121,190
122,193
123,196
124,197
125,199
126,203
127,207
128,199
129,201
130,196
131,194
132,194
133,200
134,202
135,203
136,188
137,187
138,194
139,197
140,199
141,197
142,197
143,192
144,193
145,191
146,188
147,194
148,204
149,200
150,203
151,202
152,201
153,201
154,205
155,199
156,205
157,199
158,200
159,197
160,196
161,201
162,210
163,211
164,214
165,209
166,201
167,206
168,205
169,210
170,208
171,211
172,203
173,205
174,196
175,200
176,194
177,189
178,189
179,190
180,196
181,192
182,184
183,185
184,185
185,188
186,191
187,194
188,196
189,192
190,195
191,185
192,187
193,196
194,197
195,201
196,206
197,197
198,201
199,195
200,196
201,200
202,214
203,207
204,215
205,204
206,204
207,193
208,183
209,199
210,209
211,204
212,197
213,203
214,209
215,208
216,211
217,222
218,226
219,225
220,228
221,210
222,205
223,199
224,192
225,199
226,202
227,210
228,201
229,203
230,194
231,188
232,181
233,194
234,201
235,192
236,189
237,196
238,182
239,184
240,195
241,199
242,193
243,189
244,196
245,202
246,199
247,192
248,191
249,192
250,188
