Year,Herbivore Count
0,48
1,81
2,102
3,94
4,101
5,121
6,147
7,151
8,154
9,163
10,165
11,178
12,191
13,193
14,191
15,195
16,207
17,205
18,206
19,211
20,205
21,199
22,199
23,201
24,207
25,195
26,202
27,198
28,199
29,204
30,204
31,196
32,201
33,200
34,197
35,214
36,212
37,204
38,194
39,200
40,199
41,207
42,201
43,203
44,202
45,201
46,212
47,221
48,199
49,202
50,202
51,196
52,200
53,195
54,191
55,193
56,193
57,199
58,201
59,208
60,210
61,212
62,212
63,211
64,217
65,216
66,220
67,216
68,218
69,228
70,216
71,211
72,213
73,224
74,209
75,207
76,196
77,193
78,206
79,198
80,194
81,188
82,190
83,194
84,200
85,211
86,206
87,207
88,205
89,201
90,193
91,200
92,199
93,191
94,200
95,201
96,202
97,212
98,215
99,218
100,208
101,212
102,208
103,194
104,191
105,195
106,200
107,196
108,200
109,195
110,193
111,194
112,203
113,187
114,196
115,204
116,205
117,205
118,210
119,206
120,215
121,218
122,206
123,202
124,203
125,198
126,192
127,191
128,193
129,187
130,192
131,193
132,198
133,209
134,208
135,205
136,210
137,205
138,201
139,195
140,197
141,204
142,204
143,196
144,201
145,205
146,217
147,217
148,220
149,212
150,217
151,210
152,210
153,211
154,215
155,207
156,211
157,205
158,209
159,208
160,202
161,202
162,208
163,207
164,209
165,212
166,208
167,201
168,197
169,192
170,194
171,195
172,197
173,197
174,210
175,208
176,210
177,208
178,199
179,208
180,206
181,202
182,193
183,196
184,197
185,197
186,185
187,186
188,196
189,195
190,200
191,200
192,192
193,196
194,196
195,192
196,194
197,194
198,192
199,194
200,195
201,194
202,188
203,188
204,204
205,204
206,210
207,202
208,196
209,203
210,210
211,217
212,214
213,213
214,214
215,216
216,208
217,203
218,194
219,198
220,195
221,194
222,199
223,203
224,204
225,207
226,212
227,204
228,208
229,214
230,212
231,212
232,225
233,216
234,218
235,214
236,218
237,220
238,225
239,223
240,220
241,217
242,218
243,212
244,216
245,204
246,203
247,201
248,205
249,209
250,208
