Year,Herbivore Count
0,49
1,83
2,104
3,97
4,107
5,136
6,153
7,167
8,176
9,169
10,167
11,170
12,169
13,171
14,175
15,177
16,177
17,186
18,196
19,191
20,183
21,187
22,193
23,199
24,197
25,206
26,207
27,201
28,198
29,203
30,204
31,203
32,205
33,209
34,209
35,206
36,210
37,203
38,195
39,198
40,200
41,204
42,197
43,190
44,194
45,188
46,192
47,190
48,192
49,195
50,197
51,198
52,199
53,198
54,195
55,199
56,196
57,191
58,175
59,186
60,194
61,195
62,196
63,199
64,199
65,201
66,194
67,202
68,199
69,199
70,197
71,189
72,192
73,193
74,195
75,202
76,192
77,189
78,191
79,186
80,181
81,178
82,190
83,194
84,200
85,201
86,206
87,209
88,212
89,211
90,215
91,214
92,208
93,210
94,210
95,199
96,194
97,187
98,196
99,202
100,203
101,210
102,204
103,210
104,198
105,209
106,212
107,215
108,212
109,202
110,200
111,193
112,187
113,199
114,202
115,207
116,210
117,197
118,203
119,198
120,196
121,187
122,191
123,198
124,193
125,194
126,185
127,186
128,199
129,199
130,201
131,197
132,201
133,197
134,217
135,204
136,207
137,204
138,196
139,197
140,200
141,221
142,213
143,214
144,214
145,205
146,199
147,194
148,197
149,207
150,202
151,199
152,193
153,198
154,197
155,194
156,199
157,202
158,205
159,200
160,197
161,194
162,198
163,201
164,205
165,206
166,201
167,218
168,221
169,210
170,204
171,202
172,192
173,200
174,209
175,198
176,207
177,207
178,211
179,197
180,199
181,186
182,189
183,194
184,191
185,198
186,202
187,204
188,208
189,212
190,212
191,208
192,205
193,198
194,202
195,198
196,197
197,205
198,214
199,212
200,211
201,208
202,198
203,198
204,207
205,207
206,213
207,203
208,201
209,198
210,203
211,204
212,208
213,207
214,205
215,207
216,209
217,204
218,190
219,197
220,204
221,204
222,201
223,208
224,210
225,212
226,212
227,204
228,207
229,198
230,204
231,201
232,205
233,202
234,211
235,216
236,211
237,215
238,211
239,214
240,206
241,208
242,207
243,207
244,219
245,208
246,198
247,200
248,198
249,195
250,199
