Year,Herbivore Count
0,48
1,81
2,105
3,98
4,108
5,126
6,150
7,160
8,163
9,168
10,168
11,169
12,180
13,184
14,192
15,194
16,195
17,198
18,194
19,199
20,198
21,192
22,196
23,193
24,201
25,213
26,220
27,214
28,212
29,211
30,217
31,223
32,212
33,215
34,216
35,208
36,210
37,209
38,205
39,199
40,196
41,205
42,207
43,202
44,210
45,215
46,219
47,218
48,211
49,209
50,208
51,199
52,206
53,202
54,207
55,205
56,203
57,210
58,196
59,203
60,200
61,199
62,187
63,187
64,195
65,189
66,192
67,196
68,199
69,196
70,199
71,205
72,207
73,201
74,198
75,195
76,189
77,180
78,186
79,178
80,177
81,185
82,186
83,199
84,201
85,203
86,205
87,200
88,208
89,209
90,200
91,198
92,201
93,201
94,201
95,199
96,202
97,204
98,219
99,225
100,227
101,235
102,229
103,221
104,215
105,207
106,204
107,201
108,200
109,208
110,210
111,216
112,218
113,225
114,223
115,220
116,220
117,210
118,206
119,210
120,207
121,204
122,206
123,202
124,203
125,198
126,196
127,198
128,200
129,200
130,204
131,201
132,193
133,205
134,195
135,200
136,189
137,188
138,176
139,181
140,188
141,180
142,187
143,194
144,202
145,193
146,190
147,194
148,190
149,199
150,197
151,199
152,200
153,193
154,193
155,198
156,197
157,198
158,188
159,186
160,185
161,184
162,192
163,205
164,212
165,217
166,215
167,212
168,213
169,206
170,196
171,201
172,195
173,208
174,212
175,207
176,218
177,204
178,199
179,207
180,200
181,209
182,206
183,200
184,201
185,201
186,207
187,212
188,198
189,193
190,193
191,197
192,191
193,195
194,193
195,187
196,188
197,197
198,195
199,188
200,190
201,196
202,207
203,210
204,200
205,206
206,202
207,201
208,200
209,193
210,194
211,205
212,201
213,198
214,206
215,207
216,203
217,203
218,206
219,202
220,194
221,189
222,190
223,187
224,190
225,197
226,190
227,193
228,199
229,201
230,195
231,185
232,181
233,192
234,192
235,184
236,185
237,187
238,187
239,199
240,191
241,188
242,189
243,186
244,184
245,188
246,187
247,194
248,193
249,199
250,211
