Year,Herbivore Count
0,45
1,72
2,88
3,87
4,100
5,123
6,147
7,152
8,157
9,145
10,155
11,165
12,181
13,195
14,188
15,190
16,187
17,194
18,192
19,200
20,205
21,209
22,206
23,209
24,197
25,199
26,202
27,193
28,198
29,203
30,210
31,207
32,199
33,210
34,207
35,200
36,188
37,189
38,202
39,195
40,198
41,188
42,189
43,196
44,203
45,192
46,194
47,194
48,195
49,199
50,204
51,200
52,198
53,207
54,211
55,208
56,216
57,208
58,214
59,217
60,204
61,202
62,196
63,200
64,205
65,202
66,200
67,190
68,196
69,191
70,195
71,198
72,202
73,197
74,199
75,199
76,194
77,193
78,198
79,195
80,203
81,200
82,198
83,199
84,202
85,208
86,202
87,209
88,208
89,199
90,198
91,199
92,201
93,201
94,193
95,192
96,196
97,196
98,214
99,208
100,201
101,208
102,210
103,214
104,210
105,211
106,204
107,197
108,205
109,206
110,198
111,203
112,199
113,210
114,217
115,210
116,208
117,204
118,206
119,206
120,214
121,216
122,220
123,216
124,212
125,221
126,226
127,222
128,218
129,212
130,210
131,211
132,216
133,208
134,217
135,216
136,214
137,213
138,206
139,207
140,205
141,202
142,204
143,204
144,211
145,212
146,217
147,218
148,212
149,206
150,208
151,212
152,222
153,218
154,221
155,211
156,209
157,208
158,211
159,211
160,206
161,200
162,193
163,198
164,198
165,200
166,204
167,207
168,210
169,204
170,187
171,187
172,174
173,181
174,176
175,184
176,173
177,173
178,177
179,183
180,186
181,190
182,182
183,188
184,191
185,185
186,191
187,198
188,195
189,200
190,200
191,193
192,189
193,193
194,197
195,199
196,212
197,206
198,207
199,203
200,198
201,187
202,199
203,192
204,200
205,198
206,191
207,202
208,209
209,204
210,204
211,206
212,209
213,204
214,185
215,185
216,187
217,188
218,189
219,191
220,191
221,186
222,188
223,191
224,190
225,190
226,196
227,200
228,204
229,201
230,195
231,195
232,206
233,208
234,202
235,205
236,207
237,197
238,198
239,202
240,203
241,205
242,211
243,199
244,198
245,200
246,194
247,204
248,197
249,209
250,204
