Year,Herbivore Count
0,47
1,78
2,100
3,91
4,105
5,123
6,143
7,159
8,174
9,173
10,166
11,170
12,187
13,198
14,197
15,212
16,220
17,213
18,201
19,204
20,207
21,216
22,210
23,201
24,198
25,195
26,207
27,203
28,194
29,197
30,194
31,193
32,196
33,193
34,201
35,201
36,206
37,200
38,195
39,202
40,196
41,199
42,198
43,204
44,201
45,200
46,201
47,201
48,201
49,201
50,205
51,204
52,202
53,188
54,189
55,187
56,202
57,204
58,203
59,197
60,212
61,204
62,204
63,205
64,209
65,204
66,201
67,198
68,196
69,196
70,192
71,193
72,198
73,213
74,215
75,213
76,214
77,220
78,220
79,213
80,207
81,203
82,192
83,186
84,198
85,205
86,202
87,204
88,196
89,188
90,202
91,196
92,193
93,190
94,192
95,190
96,189
97,182
98,193
99,207
100,210
101,200
102,215
103,214
104,215
105,229
106,220
107,202
108,199
109,211
110,215
111,217
112,216
113,205
114,199
115,204
116,211
117,209
118,214
119,214
120,204
121,212
122,213
123,214
124,219
125,204
126,199
127,197
128,202
129,206
130,208
131,213
132,205
133,198
134,195
135,202
136,204
137,202
138,201
139,209
140,200
141,201
142,196
143,200
144,203
145,204
146,198
147,200
148,191
149,201
150,201
151,206
152,198
153,189
154,188
155,207
156,211
157,215
158,211
159,212
160,208
161,202
162,205
163,214
164,214
165,208
166,202
167,210
168,216
169,218
170,211
171,208
172,212
173,216
174,219
175,211
176,210
177,215
178,223
179,214
180,213
181,199
182,201
183,207
184,218
185,204
186,187
187,193
188,199
189,205
190,205
191,209
192,190
193,189
194,197
195,196
196,191
197,189
198,187
199,190
200,201
201,209
202,197
203,196
204,199
205,196
206,204
207,206
208,206
209,207
210,204
211,206
212,214
213,210
214,201
215,201
216,203
217,201
218,206
219,201
220,196
221,183
222,185
223,192
224,192
225,198
226,194
227,192
228,183
229,188
230,186
231,195
232,199
233,198
234,204
235,208
236,198
237,195
238,190
239,195
240,199
241,194
242,188
243,181
244,188
245,189
246,201
247,204
248,211
249,209
250,202
