Year,Herbivore Count
0,47
1,84
2,105
3,101
4,107
5,129
6,153
7,161
8,175
9,169
10,169
11,180
12,186
13,213
14,218
15,215
16,202
17,205
18,206
19,204
20,208
21,207
22,209
23,204
24,191
25,202
26,202
27,207
28,207
29,191
30,194
31,190
32,200
33,191
34,185
35,177
36,179
37,185
38,191
39,192
40,197
41,203
42,197
43,202
44,211
45,216
46,217
47,220
48,224
49,223
50,208
51,209
52,197
53,200
54,205
55,199
56,204
57,201
58,200
59,205
60,213
61,207
62,209
63,199
64,204
65,208
66,210
67,209
68,212
69,209
70,208
71,204
72,211
73,219
74,218
75,222
76,213
77,214
78,206
79,210
80,204
81,210
82,211
83,207
84,209
85,220
86,215
87,215
88,215
89,210
90,200
91,203
92,198
93,216
94,210
95,199
96,200
97,202
98,189
99,203
100,205
101,210
102,200
103,193
104,190
105,194
106,193
107,197
108,201
109,201
110,199
111,206
112,203
113,213
114,213
115,223
116,214
117,220
118,209
119,218
120,208
121,208
122,210
123,212
124,208
125,204
126,200
127,196
128,187
129,195
130,203
131,200
132,201
133,201
134,207
135,192
136,195
137,204
138,209
139,214
140,206
141,206
142,197
143,209
144,203
145,211
146,205
147,198
148,204
149,204
150,203
151,204
152,202
153,206
154,208
155,210
156,212
157,204
158,211
159,210
160,209
161,212
162,204
163,191
164,188
165,190
166,191
167,191
168,194
169,196
170,199
171,196
172,202
173,195
174,200
175,205
176,203
177,212
178,209
179,202
180,201
181,198
182,204
183,204
184,198
185,197
186,191
187,208
188,203
189,207
190,212
191,200
192,199
193,194
194,201
195,205
196,204
197,204
198,200
199,202
200,203
201,197
202,196
203,196
204,205
205,196
206,200
207,195
208,208
209,209
210,208
211,206
212,200
213,196
214,198
215,200
216,194
217,186
218,189
219,182
220,193
221,190
222,201
223,200
224,190
225,200
226,192
227,199
228,200
229,203
230,194
231,192
232,203
233,193
234,195
235,199
236,199
237,192
238,202
239,198
240,201
241,194
242,199
243,199
244,211
245,202
246,197
247,197
248,193
249,191
250,204
