Year,Herbivore Count
0,49
1,86
2,113
3,103
4,110
5,133
6,153
7,173
8,168
9,161
10,184
11,192
12,199
13,197
14,209
15,204
16,202
17,202
18,205
19,215
20,222
21,224
22,211
23,210
24,213
25,213
26,215
27,225
28,222
29,202
30,205
31,207
32,209
33,206
34,197
35,193
36,192
37,196
38,200
39,203
40,201
41,195
42,199
43,190
44,184
45,187
46,183
47,183
48,181
49,186
50,193
51,202
52,194
53,199
54,199
55,203
56,206
57,202
58,197
59,197
60,195
61,196
62,196
63,201
64,198
65,196
66,208
67,208
68,212
69,201
70,201
71,189
72,195
73,193
74,204
75,222
76,218
77,216
78,215
79,219
80,216
81,216
82,216
83,224
84,223
85,214
86,204
87,208
88,207
89,198
90,200
91,192
92,198
93,206
94,202
95,201
96,195
97,193
98,204
99,201
100,203
101,207
102,197
103,200
104,208
105,203
106,193
107,198
108,207
109,214
110,203
111,201
112,208
113,213
114,206
115,196
116,193
117,195
118,194
119,202
120,196
121,199
122,206
123,200
124,206
125,199
126,209
127,214
128,202
129,205
130,205
131,210
132,201
133,198
134,213
135,212
136,212
137,220
138,214
139,211
140,199
141,205
142,211
143,221
144,214
145,215
146,214
147,200
148,194
149,204
150,197
151,194
152,195
153,195
154,190
155,190
156,199
157,198
158,198
159,203
160,200
161,210
162,205
163,205
164,201
165,207
166,201
167,200
168,193
169,193
170,195
171,198
172,203
173,206
174,206
175,199
176,199
177,202
178,211
179,208
180,205
181,193
182,197
183,193
184,196
185,196
186,196
187,208
188,213
189,207
190,204
191,212
192,216
193,203
194,200
195,208
196,216
197,211
198,215
199,218
200,222
201,208
202,209
203,205
204,201
205,207
206,210
207,210
208,202
209,205
210,191
211,198
212,201
213,202
214,206
215,207
216,210
217,209
218,210
219,205
220,205
221,212
222,206
223,206
224,204
225,207
226,200
227,196
228,206
229,204
230,196
231,210
232,216
233,226
234,218
235,204
236,209
237,201
238,191
239,195
240,194
241,189
242,190
243,189
244,193
245,192
246,206
247,213
248,217
249,204
250,197
