Year,Herbivore Count
0,50
1,84
2,111
3,105
4,111
5,135
6,149
7,167
8,177
9,186
10,186
11,188
12,196
13,201
14,213
15,197
16,199
17,196
18,184
19,185
20,191
21,193
22,203
23,198
24,201
25,201
26,214
27,206
28,193
29,195
30,196
31,198
32,210
33,209
34,213
35,206
36,205
37,206
38,198
39,201
40,208
41,197
42,201
43,200
44,209
45,197
46,195
47,190
48,192
49,192
50,192
51,190
52,187
53,183
54,180
55,190
56,187
57,191
58,190
59,184
60,196
61,195
62,195
63,191
64,194
65,195
66,200
67,200
68,194
69,196
70,194
71,196
72,188
73,194
74,197
75,206
76,213
77,207
78,211
79,207
80,214
81,222
82,222
83,211
84,217
85,217
86,209
87,210
88,209
89,207
90,206
91,201
92,204
93,206
94,202
95,206
96,209
97,210
98,212
99,207
100,206
101,200
102,192
103,198
104,201
105,197
106,200
107,205
108,202
109,210
110,208
111,199
112,213
113,214
114,210
115,206
116,204
117,211
118,213
119,209
120,203
121,205
122,207
123,195
124,195
125,190
126,203
127,205
128,205
129,207
130,208
131,202
132,204
133,202
134,208
135,209
136,203
137,195
138,197
139,190
140,190
141,201
142,195
143,193
144,196
145,192
146,196
147,189
148,192
149,195
150,203
151,195
152,202
153,206
154,200
155,202
156,201
157,197
158,209
159,205
160,211
161,207
162,212
163,206
164,203
165,204
166,207
167,212
168,201
169,213
170,200
171,199
172,198
173,200
174,189
175,189
176,188
177,192
178,200
179,195
180,190
181,188
182,192
183,195
184,198
185,191
186,192
187,201
188,192
189,193
190,203
191,200
192,204
193,204
194,209
195,213
196,213
197,208
198,203
199,210
200,205
201,213
202,216
203,219
204,226
205,218
206,211
207,219
208,215
209,212
210,205
211,203
212,198
213,210
214,208
215,193
216,191
217,204
218,207
219,199
220,201
221,196
222,192
223,197
224,204
225,198
226,203
227,201
228,195
229,190
230,192
231,199
232,202
233,193
234,193
235,202
236,204
237,202
238,197
239,204
240,202
241,192
242,187
243,201
244,202
245,202
246,207
247,205
248,205
249,204
250,198
