Year,Herbivore Count
0,48
1,78
2,112
3,106
4,108
5,116
6,146
7,164
8,171
9,160
10,162
11,176
12,180
13,191
14,201
15,200
16,187
17,188
18,190
19,193
20,190
21,204
22,205
23,207
24,210
25,206
26,211
27,217
28,224
29,234
30,240
31,236
32,222
33,210
34,208
35,210
36,215
37,217
38,219
39,208
40,218
41,219
42,222
43,219
44,218
45,210
46,213
47,221
48,211
49,212
50,219
51,213
52,208
53,210
54,219
55,217
56,217
57,213
58,211
59,211
60,212
61,214
62,207
63,195
64,189
65,188
66,187
67,188
68,180
69,194
70,190
71,190
72,195
73,196
74,194
75,201
76,207
77,202
78,195
79,199
80,209
81,209
82,218
83,218
84,211
85,207
86,210
87,204
88,211
89,205
90,216
91,206
92,203
93,196
94,205
95,205
96,197
97,197
98,199
99,196
100,201
101,196
102,193
103,196
104,189
105,179
106,180
107,184
108,191
109,198
110,207
111,212
112,202
113,187
114,191
115,194
116,202
117,216
118,220
119,215
120,208
121,200
122,203
123,208
124,212
125,208
126,193
127,190
128,197
129,193
130,209
131,205
132,205
133,198
134,200
135,197
136,196
137,194
138,196
139,197
140,190
141,186
142,187
143,189
144,186
145,193
146,194
147,204
148,204
149,211
150,215
151,204
152,205
153,218
154,212
155,205
156,217
157,228
158,225
159,225
160,217
161,215
162,217
163,218
164,208
165,214
166,208
167,200
168,196
169,193
170,198
171,208
172,206
173,205
174,200
175,200
176,203
177,205
178,206
179,207
180,210
181,208
182,203
183,202
184,204
185,211
186,211
187,210
188,210
189,208
190,203
191,211
192,211
193,206
194,210
195,208
196,210
197,208
198,213
199,205
200,199
201,195
202,201
203,202
204,215
205,206
206,207
207,209
208,201
209,205
210,204
211,209
212,213
213,215
214,209
215,204
216,205
217,197
218,193
219,198
220,199
221,201
222,210
223,216
224,204
225,202
226,201
227,197
228,200
229,205
230,204
231,193
232,196
233,202
234,202
235,202
236,199
237,199
238,212
239,210
240,211
241,212
242,210
243,221
244,218
245,212
246,212
247,215
248,214
249,208
250,215
