Year,Herbivore Count
0,49
1,89
2,113
3,102
4,106
5,130
6,143
7,151
8,163
9,160
10,162
11,173
12,174
13,181
14,189
15,181
16,177
17,186
18,183
19,184
20,187
21,189
22,180
23,190
24,192
25,187
26,189
27,190
28,186
29,193
30,194
31,206
32,189
33,185
34,190
35,202
36,207
37,210
38,207
39,206
40,201
41,198
42,196
43,205
44,204
45,206
46,211
47,215
48,214
49,205
50,210
51,205
52,202
53,194
54,204
55,201
56,201
57,194
58,199
59,203
60,209
61,199
62,196
63,199
64,200
65,204
66,208
67,209
68,210
69,215
70,211
71,218
72,212
73,206
74,212
75,202
76,204
77,195
78,192
79,196
80,202
81,200
82,200
83,187
84,189
85,185
86,191
87,202
88,196
89,204
90,194
91,195
92,203
93,194
94,195
95,199
96,193
97,185
98,192
99,201
100,198
101,186
102,181
103,193
104,213
105,216
106,212
107,207
108,195
109,207
110,214
111,224
112,224
113,224
114,217
115,217
116,218
117,208
118,213
119,217
120,219
121,219
122,216
123,219
124,224
125,212
126,226
127,224
128,228
129,222
130,228
131,224
132,224
133,230
134,239
135,228
136,222
137,226
138,217
139,217
140,212
141,214
142,212
143,204
144,205
145,209
146,210
147,206
148,199
149,187
150,191
151,192
152,187
153,188
154,198
155,193
156,196
157,206
158,211
159,203
160,196
161,194
162,203
163,214
164,217
165,214
166,211
167,204
168,208
169,197
170,204
171,209
172,213
173,210
174,205
175,198
176,204
177,203
178,211
179,212
180,212
181,207
182,207
183,203
184,207
185,204
186,206
187,214
188,209
189,200
190,194
191,205
192,205
193,204
194,199
195,196
196,200
197,197
198,190
199,192
200,194
201,197
202,200
203,193
204,200
205,195
206,210
207,207
208,211
209,204
210,204
211,203
212,204
213,200
214,196
215,195
216,201
217,204
218,208
219,202
220,206
221,201
222,208
223,208
224,203
225,199
226,206
227,203
228,200
229,200
230,197
231,203
232,211
233,200
234,197
235,199
236,195
237,197
238,196
239,199
240,196
241,198
242,203
243,199
244,201
245,200
246,203
247,199
248,204
249,201
250,203
