Year,Herbivore Count
0,48
1,83
2,106
3,101
4,114
5,136
6,153
7,168
8,171
9,170
10,167
11,170
12,179
13,196
14,200
15,200
16,197
17,201
18,193
19,203
20,217
21,202
22,202
23,197
24,203
25,200
26,197
27,203
28,211
29,213
30,213
31,214
32,212
33,205
34,210
35,199
36,199
37,203
38,202
39,202
40,209
41,203
42,207
43,210
44,206
45,210
46,206
47,203
48,207
49,209
50,207
51,221
52,220
53,221
54,218
55,205
56,214
57,211
58,206
59,203
60,208
61,205
62,211
63,216
64,215
65,214
66,209
67,205
68,206
69,210
70,202
71,198
72,203
73,200
74,200
75,204
76,197
77,202
78,203
79,200
80,201
81,207
82,206
83,208
84,205
85,207
86,207
87,200
88,205
89,204
90,199
91,189
92,195
93,195
94,199
95,202
96,199
97,200
98,187
99,198
100,206
101,193
102,198
103,184
104,186
105,190
106,190
107,193
108,204
109,198
110,196
111,204
112,205
113,201
114,200
115,205
116,209
117,211
118,205
119,209
120,200
121,203
122,194
123,195
124,213
125,204
126,210
127,205
128,208
129,195
130,207
131,207
132,211
133,203
134,206
135,200
136,200
137,203
138,202
139,202
140,205
141,205
142,205
143,204
144,199
145,186
146,193
147,197
148,204
149,206
150,209
151,210
152,213
153,205
154,210
155,201
156,199
157,211
158,208
159,206
160,211
161,214
162,213
163,196
164,206
165,213
166,212
167,221
168,214
169,212
170,211
171,209
172,206
173,204
174,208
175,205
176,199
177,208
178,207
179,209
180,194
181,192
182,189
183,197
184,210
185,206
186,194
187,197
188,202
189,202
190,202
191,203
192,216
193,220
194,209
195,209
196,205
197,208
198,203
199,210
200,208
201,217
202,213
203,218
204,217
205,214
206,214
207,202
208,208
209,205
210,211
211,205
212,196
213,204
214,195
215,197
216,195
217,197
218,197
219,192
220,192
221,196
222,197
223,205
224,205
225,201
226,207
227,212
228,214
229,218
230,209
231,207
232,213
233,220
234,213
235,211
236,206
237,201
238,211
239,226
240,221
241,220
242,219
243,205
244,200
245,190
246,191
247,189
248,196
249,202
250,202
