Year,Herbivore Count
0,47
1,78
2,101
3,96
4,106
5,123
6,142
7,159
8,165
9,159
10,164
11,174
12,178
13,186
14,185
15,174
16,171
17,176
18,186
19,191
20,196
21,200
22,196
23,199
24,205
25,201
26,204
27,203
28,200
29,204
30,202
31,213
32,209
33,210
34,202
35,194
36,196
37,194
38,196
39,197
40,198
41,200
42,187
43,190
44,197
45,198
46,207
47,194
48,190
49,196
50,194
51,192
52,192
53,193
54,188
55,189
56,183
57,177
58,188
59,196
60,195
61,207
62,206
63,195
64,193
65,185
66,188
67,198
68,200
69,203
70,201
71,193
72,198
73,200
74,209
75,203
76,200
77,198
78,189
79,194
80,198
81,204
82,201
83,199
84,200
85,208
86,203
87,204
88,193
89,209
90,213
91,209
92,208
93,208
94,207
95,196
96,197
97,195
98,210
99,206
100,201
101,195
102,190
103,187
104,181
105,176
106,185
107,185
108,178
109,175
110,177
111,181
112,197
113,193
114,195
115,198
116,193
117,197
118,200
119,197
120,191
121,198
122,195
123,187
124,198
125,198
126,196
127,201
128,203
129,209
130,203
131,204
132,205
133,202
134,208
135,205
136,195
137,199
138,192
139,204
140,194
141,191
142,195
143,195
144,194
145,196
146,189
147,193
148,193
149,200
150,193
151,198
152,196
153,200
154,210
155,210
156,209
157,206
158,207
159,197
160,195
161,201
162,200
163,196
164,190
165,187
166,193
167,192
168,202
169,204
170,203
171,201
172,209
173,205
174,205
175,202
176,201
177,199
178,198
179,196
180,206
181,211
182,203
183,195
184,191
185,191
186,201
187,209
188,206
189,203
190,202
191,200
192,199
193,195
194,188
195,190
196,196
197,205
198,209
199,219
200,224
201,218
202,208
203,208
204,209
205,196
206,192
207,195
208,208
209,212
210,206
211,199
212,213
213,213
214,210
215,203
216,194
217,208
218,212
219,221
220,224
221,219
222,224
223,220
224,215
225,210
226,204
227,212
228,203
229,212
230,215
231,210
232,212
233,213
234,213
235,210
236,211
237,214
238,202
239,212
240,217
241,211
242,208
243,194
244,203
245,214
246,212
247,206
248,204
249,193
250,190
