Year,Herbivore Count
0,49
1,87
2,112
3,101
4,105
5,125
6,158
7,165
8,175
9,165
10,162
11,177
12,184
13,186
14,184
15,168
16,170
17,180
18,189
19,194
20,204
21,193
22,196
23,196
24,198
25,200
26,205
27,209
28,207
29,213
30,226
31,223
32,221
33,210
34,208
35,209
36,206
37,211
38,199
39,205
40,199
41,204
42,200
43,203
44,197
45,189
46,194
47,198
48,189
49,187
50,203
51,206
52,189
53,188
54,185
55,178
56,185
57,192
58,194
59,195
60,189
61,191
62,199
63,198
64,199
65,207
66,202
67,203
68,203
69,203
70,203
71,207
72,213
73,215
74,214
75,207
76,200
77,191
78,202
79,201
80,195
81,192
82,197
83,199
84,202
85,208
86,207
87,194
88,198
89,211
90,211
91,211
92,211
93,202
94,200
95,201
96,208
97,202
98,193
99,195
100,198
101,193
102,194
103,202
104,203
105,211
106,211
107,216
108,224
109,223
110,211
111,212
112,210
113,204
114,202
115,200
116,207
117,202
118,197
119,209
120,215
121,208
122,206
123,198
124,202
125,209
126,207
127,207
128,194
129,196
130,198
131,193
132,196
133,198
134,189
135,187
136,195
137,201
138,202
139,202
140,197
141,208
142,215
143,211
144,212
145,207
146,211
147,216
148,232
149,223
150,232
151,219
152,218
153,210
154,217
155,213
156,214
157,216
158,213
159,219
160,216
161,217
162,215
163,212
164,217
165,217
166,217
167,221
168,220
169,217
170,213
171,213
172,218
173,223
174,231
175,227
176,225
177,226
178,215
179,207
180,190
181,199
182,204
183,208
184,208
185,203
186,199
187,188
188,196
189,187
190,198
191,208
192,208
193,202
194,205
195,204
196,211
197,205
198,196
199,204
200,203
201,200
202,194
203,195
204,206
205,213
206,208
207,209
208,209
209,214
210,212
211,207
212,210
213,212
214,204
215,213
216,206
217,207
218,210
219,202
220,201
221,203
222,205
223,202
224,204
225,199
226,219
227,214
228,217
229,216
230,208
231,198
232,192
233,194
234,198
235,192
236,191
237,187
238,187
239,195
240,199
241,191
242,186
243,184
244,178
245,184
246,186
247,194
248,200
249,193
250,198
