Year,Herbivore Count
0,45
1,83
2,109
3,107
4,110
5,133
6,149
7,160
8,167
9,161
10,169
11,170
12,174
13,183
14,178
15,180
16,189
17,193
18,194
19,191
20,197
21,199
22,200
23,200
24,199
25,208
26,204
27,198
28,202
29,205
30,210
31,204
32,211
33,211
34,201
35,198
36,197
37,201
38,205
39,192
40,195
41,206
42,210
43,215
44,208
45,219
46,209
47,209
48,209
49,209
50,215
51,215
52,217
53,218
54,221
55,222
56,212
57,205
58,207
59,195
60,192
61,184
62,189
63,181
64,182
65,186
66,187
67,200
68,192
69,205
70,205
71,208
72,214
73,217
74,213
75,205
76,195
77,198
78,201
79,208
80,203
81,198
82,190
83,186
84,185
85,185
86,178
87,188
88,194
89,202
90,202
91,193
92,191
93,192
94,200
95,199
96,201
97,201
98,196
99,195
100,192
101,191
102,196
103,194
104,189
105,190
106,184
107,184
108,189
109,188
110,182
111,186
112,192
113,193
114,188
115,182
116,186
117,198
118,202
119,201
120,191
121,193
122,183
123,190
124,203
125,208
126,202
127,210
128,218
129,211
130,199
131,192
132,206
133,209
134,210
135,208
136,212
137,208
138,205
139,201
140,197
141,201
142,215
143,200
144,195
145,184
146,190
147,190
148,190
149,191
150,179
151,183
152,183
153,176
154,184
155,193
156,200
157,207
158,200
159,195
160,193
161,202
162,199
163,191
164,194
165,200
166,200
167,206
168,214
169,202
170,202
171,204
172,216
173,208
174,210
175,206
176,202
177,197
178,205
179,204
180,192
181,191
182,195
183,197
184,195
185,186
186,185
187,188
188,192
189,191
190,184
191,181
192,191
193,194
194,193
195,211
196,214
197,205
198,187
199,186
200,183
201,186
202,185
203,184
204,189
205,194
206,199
207,210
208,202
209,202
210,194
211,199
212,188
213,185
214,188
215,202
216,204
217,199
218,200
219,191
220,197
221,201
222,194
223,197
224,191
225,193
226,190
227,199
228,191
229,192
230,188
231,191
232,183
233,199
234,200
235,198
236,198
237,213
238,222
239,216
240,215
241,210
242,212
243,201
244,199
245,198
246,195
247,191
248,194
249,192
250,197
