Year,Herbivore Count
0,45
1,75
2,99
3,94
4,102
5,127
6,149
7,163
8,170
9,162
10,166
11,177
12,181
13,186
14,190
15,196
16,185
17,187
18,199
19,209
20,190
21,191
22,194
23,190
24,185
25,195
26,203
27,204
28,206
29,206
30,208
31,198
32,199
33,202
34,203
35,202
36,209
37,206
38,208
39,203
40,200
41,191
42,197
43,196
44,203
45,205
46,203
47,195
48,197
49,209
50,204
51,194
52,198
53,206
54,202
55,213
56,206
57,212
58,211
59,209
60,197
61,192
62,197
63,200
64,189
65,188
66,186
67,180
68,192
69,190
70,195
71,196
72,195
73,200
74,199
75,198
76,194
77,194
78,199
79,202
80,194
81,195
82,195
83,194
84,200
85,194
86,204
87,207
88,202
89,192
90,198
91,199
92,203
93,208
94,208
95,219
96,214
97,205
98,200
99,198
100,211
101,200
102,197
103,197
104,190
105,189
106,197
107,196
108,192
109,190
110,195
111,191
112,208
113,209
114,208
115,209
116,214
117,216
118,205
119,209
120,208
121,204
122,210
123,221
124,226
125,220
126,215
127,220
128,225
129,211
130,210
131,211
132,217
133,214
134,217
135,213
136,213
137,210
138,211
139,211
140,205
141,203
142,197
143,187
144,178
145,179
146,182
147,181
148,184
149,195
150,185
151,177
152,178
153,182
154,182
155,183
156,194
157,186
158,190
159,187
160,194
161,187
162,181
163,187
164,193
165,197
166,197
167,196
168,185
169,178
170,178
171,184
172,184
173,178
174,184
175,185
176,186
177,187
178,188
179,197
180,190
181,196
182,206
183,208
184,218
185,204
186,199
187,200
188,210
189,198
190,200
191,196
192,189
193,185
194,182
195,197
196,199
197,198
198,186
199,193
200,209
201,212
202,213
203,211
204,202
205,192
206,202
207,196
208,200
209,200
210,194
211,186
212,190
213,200
214,202
215,195
216,188
217,186
218,191
219,198
220,199
221,191
222,195
223,204
224,188
225,182
226,183
227,179
228,184
229,193
230,203
231,187
232,185
233,178
234,191
235,200
236,205
237,202
238,209
239,201
240,199
241,199
242,200
243,211
244,207
245,196
246,192
247,194
248,191
249,190
250,189
