Year,Herbivore Count
0,48
1,83
2,106
3,97
4,105
5,123
6,148
7,162
8,171
9,170
10,167
11,176
12,193
13,196
14,194
15,196
16,188
17,197
18,204
19,213
20,203
21,202
22,203
23,207
24,197
25,202
26,192
27,185
28,188
29,198
30,208
31,206
32,213
33,217
34,210
35,211
36,222
37,216
38,214
39,208
40,201
41,194
42,207
43,207
44,198
45,200
46,200
47,203
48,196
49,208
50,208
51,204
52,202
53,205
54,206
55,200
56,213
57,208
58,203
59,207
60,207
61,197
62,206
63,196
64,197
65,193
66,203
67,200
68,204
69,201
70,194
71,200
72,211
73,212
74,222
75,227
76,223
77,208
78,216
79,209
80,206
81,206
82,205
83,206
84,203
85,201
86,200
87,207
88,206
89,199
90,194
91,188
92,196
93,191
94,199
95,201
96,202
97,192
98,201
99,207
100,209
101,211
102,214
103,215
104,211
105,206
106,213
107,201
108,199
109,217
110,213
111,202
112,211
113,213
114,204
115,208
116,212
117,210
118,213
119,208
120,202
121,194
122,206
123,200
124,186
125,190
126,195
127,198
128,198
129,202
130,206
131,200
132,212
133,213
134,218
135,211
136,202
137,206
138,205
139,196
140,201
141,202
142,199
143,189
144,193
145,194
146,201
147,205
148,194
149,203
150,193
151,194
152,190
153,189
154,196
155,202
156,197
157,195
158,177
159,177
160,184
161,187
162,191
163,195
164,208
165,205
166,206
167,211
168,211
169,215
170,216
171,218
172,215
173,213
174,199
175,199
176,206
177,211
178,212
179,219
180,224
181,223
182,217
183,219
184,215
185,200
186,201
187,205
188,209
189,194
190,195
191,184
192,186
193,192
194,189
195,190
196,196
197,189
198,192
199,187
200,192
201,191
202,195
203,199
204,202
205,202
206,201
207,209
208,214
209,222
210,221
211,213
212,204
213,196
214,203
215,211
216,214
217,200
218,199
219,210
220,203
221,199
222,196
223,206
224,194
225,204
226,203
227,205
228,206
229,198
230,207
231,214
232,207
233,211
234,201
235,190
236,185
237,191
238,195
239,194
240,199
241,201
242,193
243,185
244,192
245,194
246,190
247,194
248,191
249,191
250,199
