Year,Herbivore Count
0,46
1,80
2,102
3,96
4,101
5,119
6,133
7,150
8,161
9,155
10,162
11,161
12,168
13,180
14,179
15,177
16,184
17,182
18,190
19,196
20,196
21,185
22,184
23,191
24,192
25,191
26,205
27,209
28,213
29,206
30,209
31,217
32,221
33,210
34,211
35,213
36,207
37,207
38,206
39,205
40,203
41,207
42,202
43,200
44,209
45,203
46,209
47,214
48,211
49,207
50,210
51,210
52,200
53,195
54,185
55,183
56,184
57,182
58,189
59,189
60,190
61,199
62,186
63,191
64,195
65,195
66,197
67,195
68,192
69,200
70,193
71,194
72,199
73,201
74,199
75,189
76,188
77,195
78,198
79,195
80,182
81,180
82,192
83,204
84,207
85,208
86,207
87,202
88,190
89,204
90,198
91,204
92,211
93,199
94,198
95,192
96,199
97,206
98,208
99,199
100,198
101,203
102,196
103,197
104,191
105,192
106,195
107,191
108,198
109,199
110,193
111,194
112,198
113,195
114,190
115,189
116,193
117,190
118,204
119,194
120,201
121,204
122,196
123,198
124,197
125,193
126,203
127,196
128,200
129,196
130,200
131,200
132,198
133,196
134,204
135,204
136,204
137,202
138,203
139,203
140,204
141,203
142,201
143,197
144,194
145,192
146,198
147,215
148,213
149,204
150,198
151,203
152,203
153,206
154,204
155,195
156,204
157,198
158,206
159,204
160,196
161,191
162,190
163,194
164,200
165,187
166,177
167,182
168,185
169,199
170,195
171,200
172,206
173,213
174,212
175,204
176,208
177,204
178,210
179,205
180,206
181,214
182,214
183,214
184,209
185,206
186,206
187,192
188,195
189,196
190,209
191,206
192,207
193,200
194,192
195,192
196,192
197,188
198,195
199,201
200,188
201,188
202,201
203,204
204,203
205,208
206,200
207,207
208,203
209,195
210,199
211,194
212,190
213,193
214,196
215,195
216,200
217,188
218,184
219,194
220,196
221,194
222,197
223,202
224,203
225,192
226,194
227,200
228,208
229,204
230,204
231,205
232,204
233,209
234,217
235,209
236,212
237,203
238,197
239,196
240,195
241,194
242,193
243,187
244,196
245,201
246,206
247,208
248,207
249,202
250,202
